"","GSM1230902","GSM1230903","GSM1230905","GSM1230906","GSM1230907","GSM1230908","GSM1230909","GSM1230910","GSM1230911","GSM1230912","GSM1230913","GSM1230914","GSM1230915","GSM1230916","GSM1230917","GSM1230918","GSM1230919","GSM1230920","GSM1230921","GSM1230922","GSM1230923","GSM1230924","GSM1230925","GSM1230926","GSM1230927","GSM1230928","GSM1230929","GSM1230930","GSM1230931","GSM1230932","GSM1230933","GSM1230934","GSM1230935","GSM1230936","GSM1230937","GSM1230938","GSM1230939","GSM1230940","GSM1230941","GSM1230942","GSM1230943","GSM1230944","GSM1230945","GSM484368","GSM484369","GSM484370","GSM484371","GSM484372","GSM484373","GSM484374","GSM484375","GSM484376","GSM484377","GSM484378","GSM484379","GSM484380","GSM484381","GSM484382","GSM484383","GSM484384","GSM484385","GSM484386","GSM484387","GSM484388","GSM484389","GSM484390","GSM484391","GSM484392","GSM484393","GSM484394","GSM484395","GSM484396","GSM484397","GSM484398","GSM484399","GSM484400"
"ILMN_1750400",1249.33,1656.125,1899.36,1826.35,1444.91,1329.37,1253.93,2031.07,1385.63,1554.84,1216.41,1466.21,1194.34,1202.95,1035.5,1521.54,2073.04,1855.77,1998.92,1714.34,1317.2,1766.72,1803.15,1469.3,1707.93,2033,1517.14,1255.88,1630.64,1591.45,1660.05,1553.65,1857.51,1713.62,2903.8,1147.13,2334.28,1511.27,1977.98,2194.35,1528.63,1514.57,1247.78,123.2239,166.5849,192.6944,183.6077,202.7459,173.8217,133.6225,150.3327,205.3315,175.6271,135.5789,139.2603,234.4878,177.9903,140.6494,189.854,144.4515,175.2975,153.8266,143.8098,158.4284,169.3417,124.6407,119.8521,144.9621,90.81722,141.0656,183.2931,165.9141,141.5344,114.1889,98.3154,161.0821
"ILMN_1753064",1000.39,761.005,946.177,921.148,699.172,858.762,891.312,856.834,877.731,782.49,860.42,1117.02,616.814,859.787,791.174,1049.32,843.844,988.217,1188.26,798.768,1036.01,920.305,1027.79,1134.52,1010.23,848.165,840.608,886.744,887.939,984.347,692.208,833.899,787.466,922.838,1322.02,989.499,1091.37,1128.34,832.113,959.859,1033.36,775.952,1198.61,92.12771,113.8294,111.9757,140.7797,83.6528,96.44289,84.16747,119.9976,79.05481,97.55959,90.74667,98.79869,41.53478,59.82995,113.6192,41.60261,59.93383,128.647,72.73526,63.10747,58.70569,113.0054,57.24722,78.20345,100.0051,67.5583,94.22574,26.85958,62.97163,95.75298,61.8186,70.17242,57.79215
"ILMN_1757347",427.855,410.7115,386.128,370.668,448.228,401.251,356.061,414.859,461.143,408.108,481.839,455.559,530.422,434.975,333.715,413.618,477.521,366.608,431.952,489.305,454.576,389.167,438.789,496.325,499.17,506.573,569.285,634.529,666.865,474.191,506.916,530.009,576.289,504.111,384.803,499.821,415.249,484.484,611.832,582.054,395.622,623.53,506.149,36.86459,45.56119,17.09584,6.729865,26.80622,33.94854,23.53122,33.90663,21.12716,21.29761,27.89992,35.51622,43.72208,31.08528,24.43601,32.43388,21.7467,33.27308,27.94266,33.26448,26.31168,24.51757,24.42576,20.74523,38.2784,41.67221,25.92885,30.81767,29.31005,19.79611,30.42739,19.9461,28.14785
"ILMN_1760285",374.507,459.1845,364.21,397.73,357.538,372.326,327.574,398.762,359.306,361.012,310.206,342.818,456.198,375.73,363.84,418.161,409.852,338.322,411.264,353.796,356.301,387.41,409.768,306.469,350.217,388.036,335.702,375.43,387.495,353.422,355.417,358.191,384.406,355.666,355.385,348.98,385.837,294.272,388.417,343.557,355.385,422.411,316.596,13.35169,16.37573,19.98968,11.71231,6.531033,16.13246,11.22865,15.83225,11.20867,16.2034,13.72784,15.84041,11.31437,15.13262,8.837922,15.27244,16.20415,11.29529,14.09698,11.57066,13.84695,12.36136,12.35071,12.68997,17.63214,16.65377,7.443295,10.61394,5.947704,10.22805,3.080009,10.09854,6.886197
"ILMN_1760628",552.238,503.377,530.485,511.063,509.86,531.413,472.964,462.03,541.655,602.041,524.856,640.703,479.924,477.624,484.829,555.506,533.654,582.465,569.639,537.611,539.651,474.988,537.701,452.783,579.995,470.366,584.765,559.661,516.518,599.568,555.506,493.692,506.976,443.37,568.141,439.705,552.324,551.259,610.058,545.23,483.219,484.829,588.265,86.30624,65.0677,38.78479,60.43992,35.01754,48.91421,90.21099,50.67669,33.32632,44.45654,58.46587,46.82745,37.52618,52.51606,42.90145,54.49639,37.31672,47.09992,38.48656,43.46426,35.04812,60.063,30.60721,28.60311,46.70154,31.35021,46.45339,29.39249,27.15284,49.00378,57.12968,38.05706,58.28318
"ILMN_1763310",417.509,324.26,347.613,355.697,314.246,383.114,367.502,391.53,361.215,349.822,347.926,361.762,374.314,303.986,355.05,420.255,356.632,387.972,382.031,353.526,366.612,386.667,333.726,364.881,401.137,308.247,296.609,361.715,299.733,383.869,308.196,304.492,300.748,338.322,401.928,347.822,379.975,303.229,363.411,356.129,353.18,325.977,327.379,19.23805,16.37822,11.87716,17.99323,14.9934,15.04608,21.89364,18.49445,12.29777,13.99574,17.49614,25.58991,20.85179,17.78886,19.01652,14.9086,16.2189,22.3289,16.47369,15.48112,7.392748,21.74213,7.397216,22.45774,30.80735,7.147826,21.04813,0.08892345,8.690721,11.72098,16.56274,10.15057,11.26213
"ILMN_1764090",406.922,331.198,333.805,339.014,306.864,311.368,325.175,367.895,323.462,410.581,358.998,309.528,572.715,355.895,372.942,340.078,339,373.748,315.708,369.352,328.524,315.985,456.784,493.692,404.112,381.009,417.509,443.471,549.701,363.67,543.822,421.894,593.904,393.653,366.602,443.569,437.218,385.421,447.257,423.128,341.383,363.754,334.826,-0.6357034,7.905066,10.67543,-0.1675963,3.001349,0.06790546,6.701451,7.626476,0.52084,3.341457,5.772358,4.039917,16.44913,18.84035,0.07288457,8.92279,1.46524,4.080217,9.726362,12.88006,8.547941,1.225639,10.2424,4.367746,6.051371,-0.1242858,-1.149091,14.84544,4.006602,1.091709,5.799744,9.36913,5.134971
"ILMN_1765779",315.507,357.605,409.843,338.012,446.344,375.053,362.382,366.828,361.451,366.66,423.704,414.549,432.683,378.804,414.32,296.414,496.325,340.594,365.963,302.544,331.469,316.329,450.245,347.825,261.851,314.812,411.534,414.212,272.75,328.56,410.901,421.051,318.703,331.327,282.817,345.782,374.442,331.928,414.995,366.364,291.86,508.432,361.248,25.62191,29.46115,21.81282,22.21818,15.12829,25.44964,27.76665,15.98627,21.50943,13.59514,22.93435,21.58251,30.90023,23.63549,15.90658,24.14777,34.31458,22.31296,16.29397,16.10111,19.56964,27.22637,20.85697,16.30969,28.68008,13.88849,16.45044,30.29363,16.76815,15.5409,21.93237,18.41046,21.26914
"ILMN_1766753",361.394,519.9275,360.096,461.353,504.112,373.693,480.92,500.068,471.748,411.752,285.497,293.368,441.574,441.062,430.179,479.13,481.133,287.709,337.536,429.363,377.78,418.463,309.747,408.197,290.955,296.128,322.549,359.932,335.349,325.46,289.765,366.776,407.198,470.741,415.615,339.939,322.066,345.621,311.401,317.766,309.678,313.398,339.036,4.09585,6.15096,0.2799905,7.286554,14.71162,3.837432,3.392133,9.688626,6.536768,8.691052,2.652842,8.134974,11.74059,8.472976,7.733691,3.151225,5.820637,9.30585,8.587477,15.01905,4.312341,10.3217,10.85087,10.33611,10.64932,15.41796,11.64037,13.4174,21.9886,5.716428,18.3949,13.46909,13.30999
"ILMN_1767805",312.105,325.216,287.286,345.482,239.764,273.621,345.928,252.125,294.913,258.566,331.104,294.033,281.47,205.69,309.318,866.993,330.166,257.464,273.411,241.699,330.571,1473.4,433.336,240.213,340.415,234.331,269.243,283.761,275.557,305.767,266.777,271.625,242.017,406.926,301.93,256.487,229.025,441.43,258.463,493.206,294.66,334.705,251.686,1.171105,10.62304,-2.70785,41.77783,11.43665,19.04983,7.843847,0.70557,1.363262,11.66874,18.36449,14.0185,1.02484,2.667459,-2.856026,9.33145,0.8702985,1.003574,2.629767,19.94184,4.769453,-1.478005,12.2747,26.47829,-1.689885,17.50227,21.89753,7.42057,-2.37161,16.04527,2.435337,3.120234,2.415362
"ILMN_1768558",493.142,469.011,445.756,400.875,440.938,443.947,398.442,439.731,441.739,509.028,404.711,427.66,557.05,437.751,426.035,477.434,443.601,348.784,344.433,442.301,414.014,401.279,446.344,405.587,409.896,432.48,521.86,480.727,532.524,379.947,454.706,417.202,501.034,399.701,396.597,389.753,475.968,383.803,488.469,398.789,385.837,466.378,430.816,27.15679,26.48285,10.84429,27.03985,15.87732,16.27665,5.925022,25.05927,11.34327,24.20006,23.76596,24.42629,15.09927,32.95898,25.57781,29.81061,17.25085,27.4301,33.79841,27.06676,24.28554,19.98828,30.58862,11.1448,15.74199,29.62164,10.01851,8.024878,20.91156,12.96757,25.11049,19.34983,23.30105
"ILMN_1770053",3340.11,3378.97,3718.14,3765.85,2903.28,4315.02,3641.85,3313.61,3261.21,4108.86,3925.3,4119.32,2665.83,3730.14,3965.82,3520.11,3757.34,4812.72,3138.79,3568.66,3280.42,4026.56,2853.92,3326.36,3180.53,3495.98,2543.95,2520.55,2757.95,2985.96,2986.97,2672.18,2421.23,3430.62,3380.7,2811.95,2684.55,3018.33,2865.29,3265.03,3127.31,2540.57,2528.43,95.55951,61.82014,91.0534,129.4381,61.23841,91.1869,56.94451,81.55721,85.00851,73.95039,83.88711,78.63503,53.23658,63.20115,118.5578,46.44189,56.30338,93.47826,77.76121,63.19068,74.50026,77.03345,45.39909,75.3194,109.6618,58.18265,105.34,54.65516,77.79737,94.48189,61.37823,79.37943,100.4277
"ILMN_1772124",456.391,354.008,481.664,419.523,338.711,326.671,374.568,391.256,433.803,369.766,470.605,558.544,337.077,404.348,383.712,402.653,416.403,369.419,397.73,402.619,524.984,422.385,481.133,496.777,486.162,431.674,484.296,488.856,522.775,450.088,403.341,412.587,413.65,501.512,412.636,488.842,520.503,504.193,398.356,440.286,469.214,490.455,532.341,36.81205,41.26236,32.51664,38.63533,31.31969,34.87824,39.79284,43.65286,21.84015,33.49267,41.05661,31.94204,29.7889,42.57829,38.41147,27.99833,30.7777,41.58316,30.6907,32.4063,24.89538,38.89864,36.77818,33.60579,32.37952,50.80088,33.72228,16.12994,32.37132,25.6246,29.85499,20.85123,39.63342
"ILMN_1773906",16421.7,19136.55,16864.4,13997.1,19399.8,13374.5,14730.7,15329.7,17367,16751,21451.7,12827.8,21277.4,16168.6,15372.5,14851.5,21277.4,13855.4,14269.9,15667.5,18941.9,18435.2,19401.8,21549.5,19682.7,21432.7,18463.5,24305.4,24752.4,20301.7,32339,17803.3,28405.1,25240.6,12650.7,26457.8,17120.7,21549.5,17098.1,27006,16156.6,20817.2,24073.3,8221.14,8364.172,9481.769,10052.95,9227.69,10104.64,6582.176,13692.55,10085.7,8678.545,7893.237,10501.79,8048.278,8788.607,8124.603,10730.39,12453.83,10755.63,7339.985,4384.163,9458.711,7907.792,11923.54,11646.03,9217.877,10136.52,10894.8,10108.36,12980.77,11197.28,7275.746,7983.873,6737.789
"ILMN_1774077",11477.4,15652.35,15301.9,10754.9,15329.7,10609.6,10678.9,10488.6,13948.4,15746.6,12926.4,15507.9,11703.7,11393.5,10227.3,17053.2,11772.8,11915.8,12161.2,12573.4,11987.6,13597.7,16498.8,19757.5,16439,15825.5,16735.4,32685.4,22446.9,14312.7,18657.7,20143.1,30319.7,14312.7,20364.8,23019.4,10609.6,12033.2,14078.3,15687.1,12812.5,18755.6,18639.6,2298.269,2858.996,3925.097,5089.899,3053.378,3074.548,2060.681,2165.627,4064.737,2266.748,2864.208,3193.959,8105.124,7229.675,3700.438,8853.506,4953.746,3628.811,4766.667,8478.096,7190.514,3818.82,4545.919,6227.766,2901.699,3651.991,4614.005,8869.686,7819.063,3472.098,7889.432,6877.473,2915.894
"ILMN_1774844",956.007,1051.389,1120.73,1137.17,1226.59,1150.56,1168.48,999.532,1065.81,1156.73,984.447,1226.28,1124.87,966.471,1027.79,1147.4,1250.24,1700.67,1198.11,1219.49,938.422,1153.06,1016.27,851.397,1053.77,1130.63,1035.29,1080.95,1283.57,1154.1,1211.68,1122.12,1237.98,831.678,842.215,983.104,947.085,1093.8,1446.47,932.061,1070.4,1075.25,1017.64,69.16586,51.45005,72.75139,75.87778,48.69159,54.01331,35.06874,42.8638,40.81755,40.32254,46.53512,57.35303,56.69188,46.98729,54.74115,73.49545,62.74635,60.58188,46.72003,63.51329,39.26973,39.37774,58.60053,78.16263,70.22448,52.42637,55.14462,55.62577,49.89832,47.83896,60.41439,50.17918,53.02474
"ILMN_1777726",409.982,317.124,477.05,421.697,469.214,542.856,492.02,415.285,492.389,454.168,581.538,465.051,496.404,447.578,520.552,474.325,419.084,414.444,424.455,442.038,494.847,488.993,278.943,491.028,413.144,402.967,415.963,328.283,578.276,441.669,384.366,434.746,563.392,481.041,429.601,433.038,385.175,449.096,362.959,381.687,392.864,441.43,456.391,23.09978,34.98661,20.29788,25.98718,20.23453,23.42762,18.00699,15.14601,15.26952,22.67006,9.240567,36.92177,6.834577,21.37758,16.80992,13.12974,19.26259,7.780632,17.2329,10.94754,16.81814,28.22338,15.83928,17.8913,22.74744,22.56149,16.78871,18.46259,17.66189,11.67756,28.29106,15.91488,22.38472
"ILMN_1778121",438.423,408.808,428.875,421.129,414.628,481.741,506.916,416.129,483.219,489.965,481.722,412.078,443.304,449.982,432.245,470.414,427.944,430.615,403.341,450.088,443.153,434.337,546.507,432.48,488.663,438.187,474.861,530.581,508.986,514.943,553.729,505.249,458.263,407.584,419.528,438.089,449.717,500.463,500.489,475.931,546.712,415.099,521.217,40.08246,42.71049,44.073,32.45814,34.81807,21.58515,42.00839,24.50857,42.9025,36.89746,36.59862,44.06584,40.82,45.65652,51.34678,61.41521,37.09983,38.45052,47.85314,40.01121,34.43459,45.36561,45.07336,35.00128,34.99027,40.31107,44.36802,50.70623,24.3182,28.15057,36.8239,40.46904,15.75347
"ILMN_1778321",1289.85,2353.15,1186.83,755.618,1906.46,1267.66,1893.08,1200.15,1712.79,902.93,1269.67,943.008,1881.88,1467.6,1619.64,728.708,1934.86,1989.24,1250.75,2289.58,1132.47,1656.66,2586,1847.7,1433.68,2408.57,1854.01,3526.23,3719.33,1162.45,2034.92,2184.46,2223.7,1930.02,1780.1,2026.42,3781.42,1206.23,2165.08,2134.82,1498.88,2303.86,1269.6,124.7396,170.9883,174.9692,98.70744,156.467,112.4697,138.0362,122.2833,130.4672,146.8778,159.1423,114.4256,340.1683,172.1581,157.0712,141.6836,93.66417,84.32523,184.0485,150.1686,149.8649,172.2428,133.107,112.8642,185.9579,111.9182,137.7449,179.5016,143.9589,120.7287,105.1799,100.1456,102.1202
"ILMN_1779852",691.829,770.3775,508.986,811.422,659.913,466.017,580.765,708.224,789.055,898.526,569.842,538.145,694.546,580.512,759.099,929.495,661.114,450.4,500.463,580.165,545.515,517.015,475.298,633.509,523.476,463.57,509.641,408.87,452.933,448.85,452.605,513.98,605.359,651.079,683.95,450.245,493.428,452.084,578.733,490.435,391.99,392.133,494.521,10.38772,2.090541,9.625931,4.857511,8.771633,11.05905,4.666088,1.63042,-2.035803,4.288595,14.45403,12.1333,8.748559,19.69875,-0.7413197,24.06033,13.28857,8.548968,6.69292,17.93097,10.47284,4.390098,14.1018,14.46165,10.11953,14.47937,10.88258,6.136438,8.088302,10.00258,10.95855,8.033231,-2.127175
"ILMN_1780671",1485.73,701.0705,1213.95,1025.2,843.115,1109.43,1025.18,1212.1,1497.39,1193.06,837.788,752.417,841.028,1045.83,641.791,1104.39,1237.19,943.524,902.207,1046.22,1149.11,1174.24,1430.15,1398.38,1086.49,761.621,1179.37,958.171,1682.83,1176.98,867.676,1345.75,713.938,1411.06,1045.56,910.828,1423.41,2077.58,1121.55,1451.32,1200.63,840.219,1697.96,708.0155,798.2944,624.103,680.2874,331.3892,450.6325,396.1776,585.3082,490.1064,422.4214,471.0769,474.6707,306.8488,485.7702,508.1988,339.9571,524.124,647.9375,407.8156,148.9989,240.7913,525.1885,426.6982,594.3937,649.4923,317.2465,546.3029,199.5233,440.2411,513.3838,257.3271,441.9615,477.7274
"ILMN_1780887",594.343,383.592,517.719,518.64,414.894,560.727,478.576,426.664,400.729,544.42,501.359,694.02,537.448,494.245,435.728,548.585,527.382,600.482,574.756,521.476,580.115,450.976,614.127,471.862,570.138,450.25,519.893,506.976,493.753,430.335,465.376,455.954,452.667,466.707,497.974,500.847,710.236,395.659,417.065,537.14,563.968,570.365,606.145,39.82983,39.17465,47.8856,67.36206,39.93014,61.13443,51.80443,48.3451,42.04868,52.6843,31.84352,41.17225,24.38562,27.60141,37.17816,44.58792,40.36905,46.36119,44.66633,42.77827,34.23884,43.97355,35.13705,37.57986,66.37388,51.18497,56.55657,25.31454,39.70644,50.4866,55.65607,34.8147,51.76796
"ILMN_1781135",442.315,500.9155,419.23,433.621,508.467,440.145,395.02,420.338,503.867,392.453,444.888,397.522,471.592,439.82,441.958,449.717,421.862,407.257,405.612,423.309,541.708,425.622,430.976,442.873,386.184,407.18,410.982,512.267,493.692,481.722,423.309,414.709,462.03,496.141,368.981,430.861,458.734,411.348,311.175,473.506,406.23,514.453,426.778,23.98424,26.49946,20.22711,15.06409,28.06115,19.45518,20.1027,17.95908,22.88921,17.65215,22.30549,17.41275,21.93016,30.6691,23.79717,18.17165,36.86712,22.15197,21.22099,21.56767,24.21936,27.21671,21.41203,15.37066,19.17451,16.35719,14.56618,24.52566,27.31879,26.84326,27.85451,30.38259,11.81405
"ILMN_1781987",410.581,441.419,398.571,401.057,418.993,389.311,340.364,446.344,442.394,479.774,418.815,431.339,475.298,405.743,412.784,328.907,508.017,313.196,393.536,400.226,417.391,381.399,504.257,438.423,477.711,456.182,552.322,540.995,473.594,453.744,558.852,473.84,507.208,440.439,451.141,461.087,604.039,504.905,459.646,520.552,389.148,539.104,518.64,12.32957,12.41029,13.89048,8.16646,11.32281,7.500822,12.70343,13.57419,14.86647,12.64345,15.60146,6.078787,7.2019,11.87233,7.284558,24.11443,10.36103,9.425276,18.96956,24.36702,14.18932,11.58525,21.2686,18.46337,17.03233,12.11107,16.80032,16.93175,33.24107,14.51571,21.75274,21.20441,8.505174
"ILMN_1782813",351.964,351.0285,308.837,298.453,310.385,270.483,263.695,384.305,350.854,413.65,355.007,308.921,312.598,287.506,316.52,282.376,303.429,313.2,329.068,266.56,332.265,296.827,296.49,338.399,300.511,305.46,238.569,244.969,326.59,274.962,303.558,289.226,296.706,311.888,323.445,294.938,234.676,304.372,357.68,288.299,272.871,320.367,292.955,2.51528,-0.5553585,3.796576,-2.074266,3.32662,2.381313,-7.975849,5.456531,5.936617,-6.842455,6.147434,5.111402,-4.176427,6.408024,3.365963,9.122139,-7.165442,-8.311812,1.519438,9.270435,-5.074637,1.688737,6.372355,1.038122,2.993784,4.856135,-2.827867,5.151406,-4.34762,3.314692,6.807175,-4.795921,-0.8417138
"ILMN_1782897",1268.86,1331.865,1390.47,1526.18,1121.48,1047.04,1073.3,1398.62,1090.54,1432.61,1339.16,1177.69,1445.08,1457.9,1107.63,1458.5,1289.73,1302.25,1016.27,1115.95,1333.77,996.087,1517.14,1501.03,1351.76,1109.57,1199.56,1286.87,1413.01,1305.6,1181.38,1351.77,1558.98,1376.39,1441.8,1391.5,1144.7,1433.41,1124.52,1253.93,1605.79,1061.1,1309.65,55.87768,44.92578,47.8892,69.24907,51.13959,46.90998,25.65725,45.18903,48.19153,39.73431,43.17796,37.13044,28.09869,37.50476,47.64664,50.19341,31.5996,47.09513,45.43298,55.25907,37.69343,48.26715,48.48766,37.99466,49.26895,37.47038,38.06959,39.84046,25.60542,42.83311,51.82916,33.33808,34.82328
"ILMN_1783676",378.347,419.9765,385.206,425.622,444.251,410.579,402.989,445.816,432.245,439.784,416.29,307.984,357.669,335.674,309.09,451.483,314.341,332.493,303.001,338.012,396.687,343.179,498.316,375.062,374.494,395.673,359.639,391.256,386.262,384.332,404.065,420.825,454.168,366.505,471.282,385.667,330.179,418.156,428.671,430.27,473.654,375.693,442.42,498.6546,289.7646,209.5635,480.8122,474.2333,392.5053,268.5648,332.7653,327.459,423.5436,172.4331,418.9907,203.9626,617.0002,274.5217,267.4715,1044.833,349.8294,281.4397,70.59247,437.716,739.8377,336.8666,440.1473,273.3508,283.523,228.3113,672.9234,534.6313,331.2261,171.5755,217.3248,215.3449
"ILMN_1784256",308.77,297.3305,412.335,408.331,691.237,452.038,469.745,410.982,639.695,674.005,419.098,310.393,666.382,369.482,302.303,516.416,379.699,796.541,276.771,677.751,456.147,792.073,270.296,773.974,521.476,494.488,272.386,361.762,241.278,316.991,413.784,248.64,331.254,384.332,254.236,250.472,178.465,398.762,302.74,226.042,431.339,328.59,243.29,5.631597,3.556833,0.4019917,9.965062,4.521592,0.5166689,16.50225,14.81176,2.864872,10.98536,8.795502,4.129011,-0.8676307,13.01114,11.32145,6.051333,8.605023,4.701695,3.917132,15.77725,11.8188,14.88976,12.85945,15.67655,4.540768,11.60395,12.51867,9.366282,9.078804,5.71989,5.139755,6.335,5.757479
"ILMN_1787324",680.628,688.34,642.261,655.469,743.391,679.031,736.338,675.018,685.937,660.022,631.654,610,659.165,744.76,643.697,616.04,575.52,600.5,650.952,694.546,638.841,734.161,740.733,626.529,745.684,627.735,768.607,645.126,871.716,753.209,729.457,693.232,728.942,726.445,829.67,634.529,835.566,788.167,715.515,756.48,727.843,727.829,627.025,84.98435,82.49692,86.69463,111.2244,52.03901,70.60229,64.6647,86.46461,75.69997,67.15816,74.61807,79.22467,74.84707,82.9701,98.58582,70.13326,124.0306,79.90464,79.91678,77.21404,73.32497,71.17834,74.29174,84.0493,89.03831,62.01706,82.21332,48.83072,54.3041,74.71848,60.8804,95.5293,82.67055
"ILMN_1789400",397.744,423.061,413.077,470.741,363.385,376.75,394.325,441.69,386.102,417.365,355.979,436.536,364.901,438.386,502.193,383.743,323.637,673.76,480.858,384.496,377.587,453.98,338.152,374.123,434.834,317.019,309.105,342.336,410.344,423.29,441.671,443.947,410.579,331.283,377.786,429.971,386.217,474.151,350.791,409.407,414.212,338.755,340.209,8.191435,1.979174,6.05883,13.82137,4.182824,12.72665,14.15055,10.17429,5.437241,11.62296,1.335087,9.736152,2.314753,7.931038,12.7089,8.00926,11.91009,12.62418,0.9176303,7.89256,11.10811,4.789696,6.832689,17.76514,3.898766,12.48952,18.23148,2.269854,3.895028,10.26711,8.3007,1.388855,11.58799
"ILMN_1789436",2530.74,3464.875,3353.8,3590.18,2586,2428.39,2948.53,2965.46,3230.45,2883.2,3542.53,2768.22,2136.05,2885.68,3596.24,3863.66,2447.66,1457.35,2455.54,2447.66,3409.14,2832.22,3409.14,3077.96,2452.2,2252.61,2380.79,3409.14,2156.62,2715.12,2014.91,2275.84,3220.58,2200.25,3049.78,2906.97,2398.5,3083.08,2090.74,2812.43,2494.2,1498.88,3709.26,310.5016,315.4916,325.5433,397.5433,239.454,291.2207,316.9612,347.8889,237.154,353.1898,373.445,255.2111,266.4521,271.5478,367.4818,279.1392,268.7136,382.2917,185.1914,254.4469,252.242,327.9914,239.3168,331.436,301.0247,312.56,281.0623,304.0464,361.2558,271.5433,380.032,349.9886,274.4247
"ILMN_1790228",299.485,368.7995,344.356,337.34,392.679,396.55,383.869,310.826,230.851,440.234,417.065,340.033,490.716,296.078,289.916,286.452,302.178,465.958,372.218,395.02,417.426,315.571,237.966,388.306,367.314,319.135,475.265,452.824,393.274,386.811,489.249,386.979,469.484,280.065,246.079,331.469,261.059,389.115,618.748,424.377,306.447,386.883,314.299,52.17725,33.1228,57.84123,50.57781,52.64405,52.77994,45.00793,81.44926,56.27929,63.70346,48.8895,121.5252,92.54475,50.73843,71.22003,127.8452,49.72902,67.9613,64.22559,93.23518,118.9502,35.3972,106.5398,117.4472,57.75748,144.8449,103.543,149.6303,88.57628,62.41237,96.93883,57.16422,52.93949
"ILMN_1790472",5671.43,7110.625,6312.08,6288,6412.87,6122.1,6170.05,5903.72,6460.69,6787.55,5561.17,4882.07,6062.24,7146.55,5445.8,6095.07,6664.79,8002.99,7383.11,5369.81,5619.21,7954.77,7965.46,6211.11,6782.73,7629.7,7446.51,7908.21,7480.52,8258.71,6295.87,7433.98,10022.7,5216.24,8039.48,7633.52,6240.39,6761.45,8275.04,6275.47,6809.19,7329.02,6600.19,438.4118,512.6755,513.8999,571.4521,415.895,471.3831,426.5493,411.3844,523.9522,448.8192,459.8155,456.498,669.8199,486.6641,557.1358,669.5824,331.4499,489.7096,499.4984,639.8002,453.3639,374.667,374.9657,513.6592,474.9283,401.765,451.0985,483.6161,426.7984,498.8091,488.0961,423.8267,416.7718
"ILMN_1793508",401.923,307.3855,313.489,444.839,409.188,332.378,407.111,356.632,378.054,355.664,305.082,353.796,393.613,380.304,546.037,451.007,357.226,384.112,396.689,340.56,386.49,383.292,294.173,343.039,407.584,330.542,344.731,384.374,288.015,256.672,299.054,351.075,257.276,335.358,298.432,367.088,418.156,277.726,232.521,316.991,402.936,330.686,373.096,29.24053,23.02675,24.02728,23.43793,25.19042,32.98196,26.93404,24.36884,22.4829,10.56763,19.77026,15.90596,24.22405,10.66121,21.31276,9.489284,23.62695,33.01281,29.7903,20.15721,21.81713,34.09018,16.72405,15.72938,30.55199,19.98868,13.60901,10.46945,3.216656,26.88901,22.03224,19.31852,29.91502
"ILMN_1794150",519.893,523.365,407.111,522.728,514.66,437.415,420.949,507.149,547.669,538.366,437.908,378.074,475.661,530.057,441.69,514.875,471.062,376.126,442.965,526.57,454.276,429.157,427.982,493.206,495.002,428.671,505.186,404.24,565.861,484.986,505.502,453.075,425.342,637.938,494.245,440.234,409.087,522.728,555.878,455.559,482.391,412.031,548.186,17.82458,24.58668,24.81338,21.43514,19.37828,17.21267,32.50545,11.20148,22.19081,20.22005,34.47077,26.98117,36.29631,25.80958,38.20247,30.70581,33.30385,32.3913,34.84457,30.9996,33.65258,23.78515,28.17353,29.5076,35.27912,16.78787,26.22622,21.57403,23.93456,26.02901,19.41138,20.30832,23.57888
"ILMN_1794823",373.693,430.3985,401.578,480.484,440.145,364.631,409.852,495.755,345.857,377.586,391.743,545.409,386.528,387.809,449.745,381.155,351.171,406.708,367.904,387.762,381.155,499.821,310.255,401.736,489.43,488.572,343.817,412.628,455.555,397.864,398.06,445.512,360.166,465.035,484.728,320.541,289.539,455.542,283.654,358.186,434.572,354.985,339.432,37.89002,19.22424,25.79415,40.17426,22.48603,42.04424,19.69082,43.70031,123.48,52.46404,54.07771,21.08152,28.21171,28.56256,30.11495,15.13529,22.59652,23.99557,41.99047,12.95148,27.0389,27.51371,7.315547,26.12379,39.0135,17.77794,21.70955,14.57556,11.57322,20.48144,20.54574,21.29436,22.85673
"ILMN_1795139",449.115,467.0265,396.497,366.505,445.733,458.639,357.11,406.27,430.91,334.642,410.259,331.806,476.779,426.778,430.27,317.872,429.971,332.639,380.234,491.028,349.529,352.084,516.354,363.411,405.543,506.976,621.122,625.205,564.753,459.063,532.019,443.115,528.859,481.328,335.068,384.406,483.341,379.441,600.733,357.832,382.668,563.068,553.317,49.50126,79.18531,57.53251,28.53607,49.2667,28.8764,41.15531,52.94439,35.59915,48.86487,50.05094,37.28701,20.74357,58.28195,45.63481,30.82937,59.80767,48.17838,59.78821,64.56041,39.35616,91.28152,48.35469,32.54159,61.65897,48.21458,43.55162,34.01182,36.48269,37.34072,45.93034,38.67487,47.14338
