"","GSM1230902","GSM1230903","GSM1230905","GSM1230906","GSM1230907","GSM1230908","GSM1230909","GSM1230910","GSM1230911","GSM1230912","GSM1230913","GSM1230914","GSM1230915","GSM1230916","GSM1230917","GSM1230918","GSM1230919","GSM1230920","GSM1230921","GSM1230922","GSM1230923","GSM1230924","GSM1230925","GSM1230926","GSM1230927","GSM1230928","GSM1230929","GSM1230930","GSM1230931","GSM1230932","GSM1230933","GSM1230934","GSM1230935","GSM1230936","GSM1230937","GSM1230938","GSM1230939","GSM1230940","GSM1230941","GSM1230942","GSM1230943","GSM1230944","GSM1230945","GSM484368","GSM484369","GSM484370","GSM484371","GSM484372","GSM484373","GSM484374","GSM484375","GSM484376","GSM484377","GSM484378","GSM484379","GSM484380","GSM484381","GSM484382","GSM484383","GSM484384","GSM484385","GSM484386","GSM484387","GSM484388","GSM484389","GSM484390","GSM484391","GSM484392","GSM484393","GSM484394","GSM484395","GSM484396","GSM484397","GSM484398","GSM484399","GSM484400"
"ILMN_2109416",2347.37,1749.33,2610.06,1380.34,2793.77,1720.01,2885.68,1747.62,2234.47,1463.19,1570.44,1239.75,1614.71,2277.24,1649.45,1666.67,2638.24,969.428,2403.32,3273.7,1635.5,1405.16,2320.99,2775.07,1794.38,2892.34,2016.05,3326.36,3826.6,1781.75,2197.44,2891.89,1788.4,2790.9,2040.3,3179.67,4909.44,1773.58,2048.94,1771.24,1053.29,2004.11,2216.44,637.6514,756.9341,711.129,178.8442,605.2042,759.2272,408.1841,335.4129,545.1749,717.3399,317.1948,457.3394,385.6083,300.4116,472.3897,289.6436,249.9288,323.1214,375.6945,212.7342,61.14515,319.4828,306.4125,79.19798,424.7182,308.1411,101.4009,170.2149,226.0425,387.2682,240.9891,280.7634,382.3941
"ILMN_2112599",806.983,849.174,864.407,1067.51,871.613,812.274,1064.34,777.275,982.26,680.683,973.663,868.407,894.372,1114.04,1000.51,944.496,751.751,1048.23,1004.68,786.278,764.754,997.864,769.443,938.312,980.862,832.304,888.645,862.804,819.463,995.358,913.243,1213.39,676.9,996.168,912.181,825.108,1191.15,848.13,915.063,944.591,1039.36,626.902,919.416,71.6348,91.36834,71.46164,94.64725,69.03364,71.88789,72.79411,104.3861,82.49429,83.09708,75.00478,88.72871,66.94953,83.72796,103.6458,93.60358,74.66988,92.9122,98.56904,74.05751,86.92586,91.0762,42.76561,64.62901,108.1571,67.18135,88.70061,47.12116,57.43525,86.36404,72.58717,78.55792,105.1988
"ILMN_2115218",2454.95,2234.445,2383.04,2170.28,1872.09,2260.3,1926.35,2208.34,2111.9,2031.07,2219.67,2324.1,1692.25,2121.09,2050.11,2251.27,1905.29,1605.14,2102.63,1827.36,2199.43,2279.86,2242.95,2471.59,2218.66,2260.3,1704.66,2112.25,1533.42,1985.91,1697.11,1609.69,1827.36,2297.6,2889.98,1966.61,2016.68,2673.86,1928.26,1917.08,2347.54,2079.42,2430.77,126.0072,94.8733,132.6267,171.4458,118.569,153.217,103.6074,128.6783,107.8284,157.1572,110.9977,112.1919,69.32699,112.1224,151.3581,74.16151,139.5631,137.151,100.135,81.7868,94.1899,157.2943,104.8016,124.3317,142.4887,133.5889,132.2605,77.51605,119.1473,152.4699,125.9914,147.1729,154.9458
"ILMN_2117171",2500.26,2372.93,2088.08,2140.49,2057.03,1956.42,2442.33,2404.26,2460.17,2748.83,2175.5,1686.43,2566.83,2303.31,2373.94,2537.44,2277.24,2005.15,1976,2446.03,2569.72,2490.35,2782.92,2634.03,1912.36,2383.16,2241.26,3551.14,2394.27,2506.8,2473.4,2406.51,2691.33,2756.82,3278.76,2251.65,2767.33,2462.93,2481.94,2743.17,2508.66,2543.97,2729.52,747.0015,565.4975,682.671,554.3107,543.4999,505.5787,596.7571,604.4624,482.1156,534.218,716.9044,601.0095,720.4014,1040.664,788.7092,971.8504,946.4301,746.162,991.0605,889.8696,743.8875,1174.363,747.1221,753.6847,793.3929,655.9879,729.2756,754.6097,814.7544,671.1516,1047.215,1029.415,939.2479
"ILMN_2132809",320.197,407.883,337.389,361.409,416.933,309.37,419.848,360.382,285.877,374.348,285.738,302.675,313.807,382.107,446.011,291.527,330.965,370.247,337.879,348.608,382.095,362.122,355.556,347.363,366.141,340.594,424.913,326.266,281.43,307.178,303.19,281.128,355.607,299.177,310.206,352.365,380.663,317.397,306.957,332.652,383.803,350.143,354.778,28.09571,12.61465,14.54452,23.63258,18.43475,8.463717,20.36219,16.3731,12.5483,10.48584,3.149226,9.423735,5.633611,2.692361,14.41247,5.403911,4.767631,15.74682,4.152676,17.13729,4.307211,12.97632,32.79449,16.06606,19.92259,20.63719,23.15002,7.627308,2.617875,11.51656,9.524676,13.42523,5.127425
"ILMN_2133360",59160.2,62985.1,64473.8,61594.2,64473.8,63099.9,60432.5,58781.9,60877.3,61882.9,61140.6,61056.2,61296.2,63002.7,59160.2,57486.1,54564.5,65268.4,60525.5,58670.6,58914.3,58072.2,49814.2,62503.9,57533.6,65268.4,61882.9,60877.3,65593.9,63544,60386.9,62119,58228.7,64889.2,61394.9,65268.4,54220.3,62651.1,65268.4,62119,63099.9,66956.5,61296.2,17880.81,19773.53,17334.53,18187.03,20305.91,19766.48,20830.54,20429.71,17738.34,19657.51,22424.58,18023.75,13785.02,16996.21,20599.49,13950.76,16584.57,16800.96,17772.35,14238.02,14165.34,16896.1,17898.62,15554.43,17429.73,17098.33,18558.56,8702.854,12870.99,18485.29,13938.34,14779.04,20783.55
"ILMN_2140974",601.037,686.617,443.549,557.459,832.699,652.933,579.071,756.508,691.237,734.559,736.038,576.23,1033.78,520.96,626.2,593.8,685.481,522.409,606.478,758.844,635.93,464.085,829.259,593.595,550.332,688.321,722.117,674.248,643.039,548.31,749.15,575.692,853.574,567.888,429.282,721.887,589.568,415.501,823.724,605.907,506.339,722.575,716.127,25.17074,19.08757,23.82225,40.21558,19.35209,23.83099,18.92689,26.93016,25.46819,22.33706,23.20633,20.16656,35.76448,51.50065,19.02182,58.29072,74.55848,36.40871,26.42552,27.68925,33.2102,28.2086,44.96488,43.42288,23.19767,53.24448,31.70571,21.07813,31.20968,47.20468,23.17515,52.85199,53.39693
"ILMN_2161007",52150.2,52133.8,53755.2,51585.2,52535,52498.5,54375.6,57218.7,49814.2,48761.6,52535,51862.9,57399.9,45737,53975.8,49833.1,58072.2,46869.6,54375.6,55929.5,51862.9,56706.8,54747.9,57399.9,40444.7,47358.6,51862.9,49814.2,45885.9,47947.6,39254.2,49734.6,54577.5,52694.1,57559.8,45990.2,56706.8,55226.7,50051,57218.7,48300.4,50725.8,53975.8,9949.944,11906.11,14753.71,13684.94,10314.36,10212.21,10750.78,10354.16,12709.13,9226.755,13379.69,12485.38,9791.564,10924.72,12065.55,8972.297,11524.46,12153.87,12243.01,11271.48,11786.73,12245.17,11684.76,11793.42,12169.63,11722.55,11196.87,12352.75,12352.07,11952.11,10042.81,12070.64,11257.11
"ILMN_2170814",312.42,414.941,401.948,523.996,499.833,322.613,395.481,547.589,411.878,344.256,317.019,347.248,308.364,372.051,338.799,300.972,524.582,316.921,497.552,463.898,442.358,280.259,247.437,267.657,417.986,900.519,323.433,287.357,205.584,338.142,354.719,310.115,279.414,362.863,394.891,286.571,510.827,295.443,378.97,501.479,431.224,299.256,281.394,5.016459,6.0876,12.0639,21.97972,28.41564,18.22529,6.905404,9.955878,34.14024,7.094345,9.655987,3.862867,113.0298,53.11332,26.28011,19.8668,6.038811,12.71405,2.256934,2.389212,27.64287,5.381108,3.186669,3.62595,3.972011,11.46096,13.15484,45.35094,47.37623,10.7754,36.27733,18.53481,8.015841
"ILMN_2181540",3427.99,3228.44,2491.98,3589.94,3424.32,2986.97,3060.65,3209.29,3430.8,3386.36,2221.72,2630.41,3604.52,3719.7,3474.2,2995.65,3684.07,2406.51,2242.36,3480.37,2821.56,3424.32,2650.83,1714.34,2216.44,2588.55,2042.68,2240.99,2798.78,2460.17,2630.41,2448.41,2569.01,4187.29,3075.99,1996.11,2642.52,2624.76,2821.56,2569.83,1834.39,2373.94,2407.89,286.9442,183.6866,294.9959,336.514,260.5041,272.5902,247.2878,289.5542,273.6758,324.4703,330.6468,389.1386,301.1616,356.8827,364.3655,387.3405,413.8209,386.7207,382.2139,313.3368,361.7598,361.4668,354.4041,398.6703,354.8329,329.5858,353.9095,467.5247,328.6275,412.3738,407.3717,401.02,381.9684
"ILMN_2211800",3035.09,3320.67,1616.05,3316.26,3893.17,3430.8,3370.97,3731.95,3623.93,4092.29,2340.61,1958.79,2654.76,2451.57,3757.36,3944.55,2335.74,1311.72,1690.22,2823.72,1954.3,2743.34,2282.35,3048.06,1604.01,1247.21,1564.69,1479.65,2088.08,1783.84,1747.82,1823.44,1630.09,2584.95,3158.23,1437.29,1762.91,2051.98,1933.08,1677.02,2070.52,1282.47,1905.97,102.9089,77.90857,106.3242,151.0094,76.55785,72.10639,58.02188,80.20597,100.4786,55.42433,105.9129,114.9443,72.14479,142.4,142.4507,154.1347,134.5273,95.17889,123.8963,57.50464,139.942,155.6665,90.62421,95.87659,115.3059,119.8627,100.9598,121.3615,91.51202,100.7006,81.67464,127.245,137.0643
"ILMN_2223922",665.044,655.1695,2104.68,717.138,777.725,648.746,648.621,695.563,703.466,439.86,345.527,426.281,797.13,707.939,751.202,628.646,744.36,381.155,416.829,744.36,457.873,753.524,523.294,610.058,347.584,454.248,366.608,352.606,326.508,308.705,321.892,350.791,438.56,1017.6,741.145,460.55,319.162,483.392,316.695,252.03,285.329,492.1,442.484,22.08399,0.4265156,21.77558,15.88822,6.472858,13.82588,10.77653,7.628712,6.654476,4.28529,14.57819,8.7794,19.16663,17.34792,23.48655,24.11003,27.37079,36.57668,14.87367,34.39767,7.698904,21.16494,22.16826,38.83835,37.07005,39.98446,23.11352,24.95339,20.40613,15.64357,35.03569,33.89409,31.14356
"ILMN_2225735",2134.82,2167.33,2485.92,3384.66,2088.95,1628.64,2498.09,1718.01,2081.74,2828.33,1714.09,2450.86,2498.09,2540.57,2684.58,2324.1,2422.9,2685.4,2493.85,2285.76,2624.76,2861,1262.11,2119.92,2373.94,2279.86,1874.08,1901.45,1135.56,2124.37,1791.02,2077.58,1687.16,1848.51,2794.66,2398.5,1803.79,1906.46,1885.06,1719.07,2889.98,2413.29,2652.25,296.2433,312.557,332.5098,395.2441,259.6521,272.6109,289.1323,361.8071,274.6414,301.127,333.5435,245.5802,319.5583,349.0121,402.1291,385.2427,317.2613,392.1179,424.9097,484.0913,289.0694,391.6266,265.3647,247.2457,360.4717,291.7736,266.2681,271.4636,278.7491,275.6102,330.2631,266.5048,298.8515
"ILMN_2232520",624.362,650.4475,638.42,756.508,656.84,631.436,629.403,648.541,628.646,593.671,599.255,552.911,642.458,661.114,607.293,777.725,488.625,513.42,510.85,552.079,753.788,957.665,665.56,576.165,572.907,593.553,452.591,545.526,418.704,634.266,631.436,559.661,530.221,565.861,638.841,529.054,540.627,680.923,435.473,491.024,747.216,556.959,810.999,68.7047,41.15916,40.00271,83.75186,43.72881,76.19696,45.61431,56.95702,58.18732,53.38292,56.82661,68.92467,26.75962,31.86031,63.02856,37.51067,46.35934,48.22947,27.55989,34.58854,36.01781,39.73483,38.2878,22.65984,30.63426,59.71453,35.53106,31.22585,36.46535,67.57129,39.06667,41.78861,55.37608
"ILMN_2240128",334.826,396.271,390.397,392.964,437.235,376.638,431.046,423.466,377.716,359.029,339.155,298.556,547.341,428.643,422.488,292.272,438.608,373.51,356.478,404.231,306.572,433.112,414.014,320.303,303.678,363.19,306.264,308.456,405.808,342.136,335.674,392.773,432.245,314.83,304.183,370.571,279.857,431.756,303.558,276.7,408.979,346.76,297.003,-7.896621,-2.399914,1.912377,3.955637,2.394641,-4.777469,0.5909487,-2.864879,-4.863763,-4.603818,-2.293571,1.41549,4.17778,-1.472819,-5.670602,-9.194589,-4.326735,-8.080128,2.424659,-5.275327,-3.672075,-0.7189404,-0.9028716,-4.488235,-1.081906,-0.5317656,-0.7376859,1.595271,-3.412647,-0.5119613,3.088715,-0.3394393,0.2100134
"ILMN_2246882",905.165,694.511,751.907,898.875,769.634,632.532,788.057,857.488,693.96,884.671,736.75,758.844,695.51,789.491,682.226,824.569,808.682,909.792,692.475,623.82,691.237,493.611,788.252,683.391,875.313,785.577,833.08,867.368,867.171,955.09,788.167,677.557,834.841,671.653,650.644,827.232,1073.8,840.82,840.608,753.455,934.132,644.758,759.099,65.58032,57.05004,69.88607,84.9217,60.95071,61.84633,66.77178,87.12325,74.71487,48.91161,69.00172,63.5195,361.8951,250.5182,144.7092,305.8694,127.7216,133.8746,117.4151,123.2665,198.4845,96.91967,62.86962,138.3838,77.51781,75.17673,103.6324,155.2618,112.2889,47.60892,209.7396,99.61748,74.03662
"ILMN_2257015",356.93,373.533,323.284,291.149,309.014,331.437,273.837,358.099,305.069,327.48,305.245,361.394,341.756,312.135,302.407,346.938,365.589,329.541,308.82,354.166,362.603,301.426,326.604,308.321,353.481,311.18,430.55,346.526,359.932,308.173,331.992,340.209,350.401,287.253,323.466,341.358,312.189,316.929,321.413,366.776,352.25,365.09,305.569,25.08886,20.77577,21.8518,31.48521,29.50785,20.96095,20.15084,17.30551,23.80362,17.2386,32.08293,23.21974,28.21802,10.89797,20.29834,12.45118,15.51091,15.6682,27.6778,15.3219,23.76284,30.57924,29.88006,33.86888,32.30811,10.36457,24.49981,22.71666,20.6675,14.92557,23.19475,40.87854,4.353047
"ILMN_2277676",1334.44,1426.35,1450.49,1240.9,1425.68,1225.3,1448.49,1359.75,1485.64,1661.76,1569.79,1314.72,1873.37,1507.78,1393.86,1214.05,1648.19,1391.5,1270.24,1484.39,1181.28,1331.49,1343.65,1387.14,1686.43,1607.22,1695.95,1505.28,1889.4,1697.11,1980.78,1530.24,1540.88,1701.51,1348.45,1233.97,1934.05,1522.21,2023,1670.22,1325.48,1643.8,1532.61,152.15,185.8381,164.7623,150.6823,143.8366,174.285,121.124,135.0814,140.4409,150.6761,131.1766,147.343,135.106,170.6698,186.3842,144.9071,152.2996,158.2498,140.5861,159.956,115.4897,178.7772,155.5931,173.716,153.2202,142.7921,147.8447,106.1923,132.8333,165.8683,98.39373,121.3701,150.4762
"ILMN_2312732",1441.88,1270.3,1659.51,1717.06,1260.59,1529.09,1162.74,1540.38,1286.28,1291.62,1249.77,1491.04,1410.57,1255.42,1461.73,1678.04,1373.16,1312.51,1329.37,1232.53,1576.11,1622.51,1251.68,1170.48,1316.35,1188.93,1391.5,1645.47,1088.27,1448.78,1052.04,1492.18,1236.42,1428.64,1331.12,1589.65,1171.95,1396.53,911.828,1133.94,1421.66,1193.4,1584.51,86.33979,89.8568,104.4488,98.67181,73.82011,100.8753,86.61938,67.8727,59.11877,75.44147,92.9188,92.24281,60.56576,66.47393,81.88043,82.34511,97.92542,108.9687,71.84106,68.8075,59.2672,88.06544,68.05353,93.78382,94.51828,86.68094,92.502,68.92244,105.5376,71.80294,91.78489,99.08401,74.4596
"ILMN_2321064",1236.42,1052.436,1437.85,1147.58,1008.7,1872.43,934.22,1309.65,1168.92,1749.87,1775.03,2586,1317.2,915.117,1293.05,1151.06,1240.69,1780.1,1214.05,981.904,1351.76,1483.25,1465.83,1558.39,1311,872.758,1428.64,1145.94,1726.29,1339.2,1912.36,1485.06,1226.59,938.202,1653.51,1332.22,1695.08,1172.1,1307.9,1387.06,1021.38,1299.02,1126.54,91.77519,134.0693,101.9429,103.3884,83.47503,99.07759,146.9093,108.7905,86.90889,75.13792,105.0326,87.05272,102.9635,86.89153,107.9165,123.7536,108.9597,93.62652,171.8669,153.9603,162.0486,120.4618,97.26072,108.5984,105.632,81.21229,138.691,88.72276,64.9761,76.32515,128.4771,94.1808,101.1968
"ILMN_2335754",425.285,429.204,364.737,429.673,328.878,384.886,409.843,329.068,333.592,330.291,397.744,462.95,453.854,358.942,316.031,277.991,308.326,308.876,409.155,403.551,359.513,314.147,356.723,264.506,542.148,385.916,410.244,303.782,367.096,613.552,427.855,311.405,338.191,523.664,394.145,297.097,387.322,350.854,407.655,404.194,401.883,359.919,353.11,12.74095,11.98446,0.6425339,1.950312,5.637568,1.742387,5.085417,0.6764628,3.26825,13.79382,1.434455,5.951512,-0.3657793,1.616794,7.263057,1.381979,12.67658,6.225498,7.368283,6.037775,4.708015,-1.891431,5.408024,7.641935,6.030197,5.183334,6.673028,1.981014,4.15716,6.530025,2.01038,0.7281225,7.863399
"ILMN_2339825",1504.3,1443.14,1471.98,1457.9,1326.01,1504.3,1339.72,1530.24,1540.45,1339.72,1740.16,1548.66,1280.85,1384.53,1659.32,1493.86,1612.36,1063.17,1056.8,1182.26,1575.05,1190.9,979.722,1616.17,1241.54,1374.78,1332.79,1369.09,1303.66,1092.65,1202.95,1283.87,1349.36,1320.08,1018.42,1352.68,1296.59,1131.81,1019.04,1254.8,1230.23,1331.67,1308.34,93.9506,91.50239,99.99679,84.96902,83.97505,63.58775,62.16641,81.39574,70.91471,84.13777,84.90735,70.55788,70.23335,75.88131,72.48506,94.25184,77.04732,79.52458,82.80329,76.75893,83.95602,99.14559,67.91545,67.00576,88.27528,71.52528,68.3475,59.8734,46.82447,58.81111,79.96596,62.85382,71.48125
"ILMN_2340052",4278.91,4353.08,4217.9,4043.93,4882.07,4610.41,3902.28,3744.46,4610.41,4243.57,4497.39,4395.36,5453.15,4472.5,5395.51,3604.37,5335.33,4587.42,4289.86,4673.62,4314.79,4482.55,4433.27,4176.29,4841.5,4447.94,4832.54,4856.29,5445.81,4404.9,5224.69,4513.86,4640.35,3691.05,3072.11,4773.15,4702.37,4126.68,5140.16,4049,4120.02,4558.08,4689.56,504.8327,444.8143,409.9533,325.5037,330.1006,429.9767,409.4247,405.4686,354.6897,399.4251,355.1194,326.1339,287.8415,285.1029,405.4177,353.2219,269.1635,446.08,424.6242,379.4272,283.8131,353.6819,352.8734,319.3063,425.7462,327.7413,366.6013,320.82,272.6705,347.5975,430.0151,373.9965,440.9062
"ILMN_2342068",221.558,251.102,372.344,226.135,388.408,402.041,300.381,236.191,342.981,210.05,320.221,352.002,252.911,309.824,190.546,195.46,262.742,295.794,292.056,336.303,172.03,306.649,175.786,303.574,232.637,174.96,357.598,278.253,213.941,233.05,203.835,252.18,227.196,328.033,219.091,228.029,256.991,236.884,343.014,278.763,194.882,411.355,203.563,6.743882,-6.415848,-2.882009,21.47586,7.729803,2.808558,4.06823,4.253712,3.045973,14.87352,13.66212,2.342077,-4.570835,7.075438,6.997468,5.266141,1.311963,-2.339539,-0.3654149,2.558723,19.70407,6.278446,10.48964,1.45231,-5.210831,5.753074,1.258989,0.8881276,15.55569,9.816489,1.893948,-1.923926,13.51676
"ILMN_2343097",1214.05,1286.885,1126.75,2111.65,1032.56,962.296,1480.6,1398.82,1473.11,1558.98,1544.34,1883.18,841.093,1625.07,1207.91,2427.27,1446.47,1457.22,972.855,1147.92,1754.45,1812.27,1056.8,1476.7,2306.29,1311.57,1451.59,1498.88,1387.06,1986.99,1073.65,1435.77,807.045,1517.14,1464.35,1609.69,1458.26,2276.39,1430.95,1696.19,2400.34,694.038,2046.86,129.1881,116.5528,85.19878,115.3539,65.68633,84.70289,94.69718,158.6169,68.92569,164.7593,90.76392,118.5178,45.67664,73.99845,127.2043,42.26283,63.20388,141.6307,70.39716,27.81279,56.89789,124.2182,37.51876,82.68952,106.6075,57.61142,104.0568,13.47012,62.95845,108.5305,49.54164,39.10336,118.7293
"ILMN_2352380",593.067,642.4515,652.484,366.186,456.927,627.025,1085.08,867.368,281.628,632.207,709.659,770.668,856.173,373.745,311.693,1235.94,480.394,721.139,418.716,534.552,685.148,399.579,1018.79,1686.74,946.741,585.954,429.139,843.317,550.023,588.311,682.018,445.998,940.312,619.008,698.045,677.909,493.142,1083,449.561,626.764,231.032,918.066,1095.51,18.55735,32.47746,32.41706,13.6164,15.3918,13.59646,14.23419,7.872663,0.3759898,19.08794,15.68058,10.34881,15.76525,20.03526,1.881527,21.54016,11.6292,24.9746,7.487226,18.94445,4.93764,25.53421,20.33307,18.24549,19.57575,10.52325,11.01011,35.4013,16.32267,23.28006,6.79135,23.37472,8.738985
"ILMN_2355225",469.507,456.7585,488.856,562.116,611.405,606.478,545.515,458.263,508.918,501.062,445.615,520.737,574.903,488.469,529.971,565.848,590.776,497.77,418.192,471.628,479.668,445.613,416.184,480.145,535.304,402.907,610.582,570.084,414.98,448.687,676.9,525.001,465.362,403.06,410.496,429.546,679.82,453.854,510.687,579.155,459.227,432.286,429.67,67.78523,70.31267,45.08909,55.02721,40.40258,55.26313,83.79472,57.2829,48.83396,60.7807,90.87753,77.64127,53.20447,61.32921,52.20758,107.2203,72.0081,57.68026,78.13343,59.57837,62.00521,54.3847,51.35027,48.25434,77.86663,44.49743,47.28653,91.2178,42.05249,47.6595,119.6017,80.29227,67.24179
"ILMN_2356284",13887.3,14276.75,15489.8,14726.5,14402,13566.7,16799.7,13247.2,14292.8,14218.3,16534,13391,15674.9,17098.1,14097.7,14425.4,15404.7,18755.6,14963.4,15522.2,14493.4,16520.8,14522.5,11945.3,16156.6,18194.1,17971.4,15478.9,18805.1,16799.3,16447.5,16866,16718.3,17803.3,12943.2,16168.6,14851.5,15013.5,16168.6,15375.6,16168.6,16168.6,13112.2,3971.915,3148.092,3941.648,3792.278,4397.259,4658.842,3952.561,3948.029,4308.027,4658.063,3390.667,8590.315,5562.904,4732.369,4219.052,5138.75,6781.265,5122.403,6437.975,4218.821,5073.235,5791.25,5433.521,5647.257,4424.888,4903.155,6481.802,6423.197,4623.25,5138.515,3971.412,4154.11,4479.03
"ILMN_2360710",546.965,507.239,582.251,431.756,851.554,566.192,513.873,459.894,528.897,984.867,502.566,472.435,938.278,444.012,509.641,362.366,440.286,461.778,642.3,446.217,433.803,644.645,1132.14,634.864,548.89,1072.69,518.189,616.627,791.897,616.152,1350.97,663.156,1017.6,560.495,687.814,730.485,423.368,798.894,442.42,791.439,489.305,576.165,926.556,220.6027,107.4808,182.7289,220.6175,142.5589,247.3222,118.2114,131.9503,202.6827,178.1003,131.2313,438.5367,369.2078,163.9419,131.659,295.3892,232.4946,204.5815,172.1684,111.9592,297.8174,156.2736,394.9467,286.3859,121.1796,322.9812,179.7044,318.3255,336.8694,293.2176,163.4771,151.2592,116.636
"ILMN_2361807",614.052,633.6275,757.765,518.813,745.224,724.917,598.913,555.878,605.017,765.904,750.361,660.155,938.698,582.896,624.645,553.655,765.904,739.182,706.921,809.507,594.541,580.065,605.495,619.127,652.484,698.296,785.07,722.433,871.613,662.853,760.865,672.868,771.434,643.029,472.545,683.06,709.198,605.359,935.913,630.638,509.822,813.401,596.933,34.93077,16.56352,31.82829,21.16452,30.32607,19.37555,19.85128,20.55381,25.33789,15.1891,22.84674,23.03208,36.49506,32.23354,36.27745,62.31004,31.38538,29.67117,43.32904,50.42433,42.96754,23.29498,30.99594,32.57089,55.88094,30.16042,28.60025,27.6201,25.22882,21.49231,57.44775,39.8013,23.77516
"ILMN_2365196",352.487,324.4755,303.653,428.68,308.584,311.064,354.9,377.716,373.745,322.899,283.82,331.544,418.192,415.099,401.896,347.685,388.866,279.293,244.639,387.999,337.49,353.526,222.495,381.194,258.857,273.842,225.78,216.188,244.22,208.533,246.957,211.89,286.934,449.989,267.798,294.411,227.617,248.515,203.727,270.391,214.61,230.236,250.936,11.40234,12.94928,22.60812,9.847665,28.43277,25.6566,14.46663,17.126,22.23159,21.0603,20.19586,18.01333,36.41042,37.14859,30.94351,45.89167,46.14711,25.95443,36.95061,30.09835,42.70156,38.32019,24.42644,34.58843,39.69095,27.24011,36.24481,43.79006,34.49834,26.53375,32.31741,37.67574,21.04865
"ILMN_2366710",997.126,1009.043,793.874,994.552,1093.08,956.007,1041.56,1043.13,906.125,778.073,863.229,934.714,993.796,908.842,914.879,995.358,796.275,727.534,995.542,911.828,948.497,944.147,1059.83,694.753,847.621,769.505,843.844,837.452,956.188,930.902,868.975,894.037,906.15,751.808,1249.22,909.148,841.168,938.502,1035.1,831.678,934.452,839.071,1015.95,156.0706,170.3636,197.2288,204.4036,149.538,184.1876,187.4835,196.6889,151.8649,140.7645,157.8219,141.8685,120.1016,168.7478,229.1085,127.6211,187.1636,164.215,133.3438,128.8974,122.9019,202.5033,144.8568,200.5789,189.2764,157.511,145.3871,114.9835,125.2018,166.4398,176.4812,163.2063,179.4422
"ILMN_2366790",1128.1,1358.98,1127.58,1509.89,1370.12,818.65,1592.78,1250.75,1262.03,1376.26,1025.58,995.747,1396.61,1251.68,1661.76,1377.81,1274.07,1440.04,1564.69,1118.33,1161.35,1152.22,1271.31,1439.95,1035.1,1046.59,1189.47,1271.17,1076.84,1188.56,935.913,1153.28,1314.25,1000.51,1153.7,1251.94,1285.04,1003.99,1047.62,1214.53,1220.37,870.066,1222.62,95.56264,82.31499,84.87544,85.36292,86.1234,96.63418,111.4927,75.88436,85.87594,102.5099,75.59881,95.67547,79.14233,99.67656,122.6742,81.04039,80.38075,98.28343,101.8714,85.62012,58.14558,116.5908,72.68481,81.12019,111.0108,75.63231,96.80672,77.01679,89.13486,92.92075,100.5781,81.98222,80.8806
"ILMN_2369953",410.259,164.1235,378.55,470.414,851.397,317.436,833.668,376.078,591.224,322.711,415.963,235.011,1021.25,548.56,526.314,190.048,481.839,369.192,392.679,650.278,388.694,627.315,229.89,445.688,295.906,173.255,315.838,333.779,313.489,410.523,370.952,347.826,574.257,712.017,297.958,294.181,254.196,508.986,500.589,248.505,303.129,444.187,194.314,-1.21216,-2.662857,-2.211449,-5.79428,-6.205472,0.4615282,-5.996027,0.9244841,-5.841401,1.662559,-3.18444,-4.97792,5.547877,1.438108,-2.881892,-2.623397,-1.549389,3.796836,0.498165,-1.728494,2.858567,0.802582,8.232174,1.571998,5.026513,0.9974884,3.588184,12.18379,5.972806,6.589414,-2.590183,0.004865786,5.8463
"ILMN_2370573",2240.99,1309.917,5378.22,2529.85,1655.2,1645.04,1330.31,4315.02,4053.59,2305.36,1168.92,1885.06,1189.02,1059.32,1385.29,1187.43,2474.77,634.412,2399.76,5267.97,1987.11,979.722,2981.05,1670.22,815.843,2884.14,1976.05,2260.3,686.524,870.941,695.51,1028.73,2989.24,883.878,2660.8,1817.13,4243.52,1801.45,983.106,3059.95,1093.21,1433.93,1913.16,177.7281,138.476,143.1259,251.8567,461.3852,159.5904,119.3487,152.4165,379.3536,166.9579,143.3196,200.5095,278.5869,323.798,171.3098,310.8532,308.1336,249.482,156.5725,237.8611,607.8032,216.3448,223.7288,359.3944,191.0609,166.5023,203.8772,971.2903,832.0632,268.8788,325.7873,151.8758,114.4516
"ILMN_2370872",1050.07,1214.35,1317.29,701.875,1277.07,951.394,1653.51,1386.48,1564.14,1357.7,801.824,762.062,1325.32,955.1,1583.65,969.953,1202.95,728.432,1179.57,1212.5,709.834,877.731,788.99,1719.64,1095.92,954.837,2723.59,2705.78,1861.11,1337.9,1484.38,1930.5,1736.84,2021.49,986.569,1193.4,1063.81,1317.29,2778.27,1762.72,668.476,1232.4,1263.05,801.7319,386.4953,663.3,699.3643,1164.281,533.3303,569.6651,988.7401,1404.404,905.2223,450.6264,1199.494,1457.464,1032.132,1148.256,795.4861,923.4951,964.5744,471.9317,978.4132,1127.056,544.5598,1723.097,1526.493,449.6863,1824.029,1478.747,1911.568,1727.07,1472.863,891.4788,710.2035,588.6611
